id;subject_rf;name_full;name_short;name_employee;inn;orn;legal_address;actual_address;phone;email;site;count_mkd;area_total;w_summ
8644358;"Пермский край";"Общество с ограниченной ответственностью ""ЖИЛКОМСТРОЙ""";"ооо ""ЖИЛКОМСТРОЙ""";"Яна Заиловна Калашникова";5905300955;1135905006324;"г. Пермь, ул. Мира, д. 70в";"г. Пермь, ул. Мира, д. 70в";"(342)257-23-65 (342)257-23-64";zhkstroy@mail.ru;http://zhkstroy.ru/;5;29562,06;34,00
8918330;"Пермский край";"Общество с ограниченной ответственностью ""Жил-Комфорт""";"ООО ""Жил-Комфорт""";"Лариса Рифхатовна Рахимуллина";5921030463;1135921000710;"г. Гремячинск, ул. Ленина, д. 123, п. 38";"г. Гремячинск, ул. Свердлова, д. 7";+73425021496;ooozhil-komfort@yandex.ru;zhil-komfort.ru;38;3866,70;24,00
8859369;"Пермский край";"Общество с ограниченной ответственностью ""Жилищное Коммунальное Хозяйство""";"ООО ""Жилкомхоз""";"Андрей Андреевич Елькин";5911067827;1125911002150;"г. Кизел, п. Шахта, ул. Соликамская, д. 35, п. 12";"г. Кизел, п. Шахта, ул. Глинки, д. 43, п. 12";83425552210;Sofi89082453738@yandex.ru;;4;892,70;18,00
8583270;"Пермский край";"Общество с ограниченной ответственностью ""Жилой Дом""";"ООО ""Жилой Дом""";"Алексей Анатольевич Бельтюков";5933006842;1095933000140;"г. Верещагино, ул. К.Маркса, д. 64, п. 37";"г. Верещагино, ул. Октябрьская, д. 68, п. 0";+73425431017;jiloydom@yandex.ru;;25;14436,90;36,00
8920570;"Пермский край";"Общество с ограниченной Ответственностью ""ЖилСтандарт-П""";"ООО ""ЖилСтандарт-П""";"Сергей Юрьевич Орлов";5905300698;1135905006050;"г. Пермь, ул. Семченко, д. 9";"г. Пермь, ш. Космонавтов, д. 203а";226-88-66;gilstandart@yandex.ru;;37;125604,50;33,00
7980595;"Пермский край";"Общество с ограниченной ответственностью ""Жилищная Компания ""ГРАНД""";"ООО ""ЖК ""ГРАНД""";"Мария Владимировна Паршакова";5957012926;1075957000899;"г. Чернушка, ул. Коммунистическая, д. 35";"г. Чернушка, ул. Коммунистическая, д. 35";8-34261-4-47-97;ooo-gilkom@mail.ru;жилком59.рф;51;174521,92;40,00
8923393;"Пермский край";"Общество с ограниченной ответственностью ""Жилищно-коммунальное обслуживание""";"ООО ""ЖКО""";"Игорь Иванович Яковлев";5919003127;1115919000340;"г. Красновишерск, ул. Спортивная, д. 16, п. 43";"г. Красновишерск, ул. Спортивная, д. 16, п. 43";89504724216;igor.yakovlev.54@mail.ru;;3;3461,50;31,00
8686510;"Пермский край";"Общество с ограниченной ответственностью жилищно-коммунальное объединение ""Соликамск2";"ООО ЖКО ""Соликамск""";"Сергей Васильевич Макаров";5919020852;1125919001394;"г. Соликамск, ул. Набережная, д. 109";"г. Соликамск, ул. Набережная, д. 109, п. офис 1";"+7 (342) 537-65-02";zhko_solikamsk@mail.ru;ооожкосоликамск.уксайт.рф;41;62022,93;39,00
8276476;"Пермский край";"Общество с ограниченной ответственностью ""ЖКУ""";"ООО ""ЖКУ""";"Валерий Александрович Дровосеков";5911041963;1045901356709;"г. Березники, ул. Березниковская, д. 76";"г. Березники, ул. Березниковская, д. 90, п. 3";"8(3424)26 26 65";ber-zhku@yandex.ru;;37;68332,70;38,00
8693087;"Пермский край";"Общество с ограниченной ответственностью ""ЖКХ""";"ООО ""ЖКХ""";"Андрей Юрьевич Иванов";5917591900;1055905711520;"с. Зуята, ул. Советская, д. 3";"г. Кунгур, ул. Нефтяников, д. 2";83427133139;gkh522@mail.ru;http://kungur.permarea.ru/zarubinskoe/;8;7273,60;36,00
8931157;"Пермский край";"Общество с ограниченной ответственностью ""ЖКХ-Гарант""";"ООО ""ЖКХ-Гарант""";"Диана Витальевна Тяркина";5906137518;1165958058100;"г. Чусовой, ул. 50 лет ВЛКСМ, д. 2А, п. 115";"г. Чусовой, ул. Трудовая, д. 13 (Б)";83425663342;tyarkina.uetek@bk.ru;www.reformagkh.ru;8;11209,65;28,00
8802196;"Пермский край";"Общество с ограниченной ответственностью ""Жилищный производственно-эксплуатационный трест""";"ООО ""ЖПЭТ""";"Надежда Федоровна Васильева";5911061173;1095911003077;"г. Березники, ул. Пятилетки, д. 106";"г. Березники, ул. Пятилетки, д. 106";83424249390;uk.zhpet@yandex.ru;http://gpet.i-gkh.ru/;88;174125,90;39,00
8917372;"Пермский край";"Общество с ограниченной ответственностью ""Жилищно-расчетный центр-1""";"ООО ""ЖРЦ-1""";"Ольга Сергеевна Хохрякова";1838004164;1081838001266;"г. Пермь, ул. Веденеева, д. 45";"г. Пермь, ул. Веденеева, д. 45";"(342) 277-67-20";jrc-1@mail.ru;jrc-1.ucoz.ru;12;41285,45;37,50
8693011;"Пермский край";"Общество с ограниченной ответственностью ""ЖилСтройКомфорт""";"ООО ""ЖСК""";"Дмитрий Анатольевич Мухин";5919015002;1115919001417;"г. Соликамск, ул. Советская, д. 47, п. оф. 17";"г. Соликамск, ул. Белинского, д. 11, п. оф. 18";(34253)28813;jskomfort@yandex.ru;www.reformagkh.ru;44;20818,60;30,00
8919631;"Пермский край";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛИЩНАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";"ООО ""ЖУК""";"Юрий Николаевич Батькаев";5906858301;1145958077176;"г. Пермь, ул. Лебедева, д. 34";"г. Пермь, ул. Лебедева, д. 34";2507182;uk.zuk@mail.ru;http://zuk.esy.es;30;166875,20;39,00
8918985;"Пермский край";"Общество с ограниченной ответственностью "" Жилищный участок ""Клестовка""";"ООО ""ЖУ ""КЛЕСТОВКА""";"Сергей Васильевич Гилёв";5919009908;1085919001959;"г. Соликамск, пр-кт. Ленина, д. 25";"г. Соликамск, пр-кт. Ленина, д. 25";83425357412;Klestovka2013@ya.ru;;21;184554,19;39,00
8918987;"Пермский край";"Общество с ограниченной ответственностью ""Жилищный участок ""Красное""";"ООО ""ЖУ ""Красное""";"Наталья Юрьевна Косикова";5919009785;1085919001849;"г. Соликамск, ул. Привокзальная, д. 4, к. 1";"г. Соликамск, ул. Привокзальная, д. 4, к. 1";83425379482;g.buchnewa@yandex.ru;;18;100388,84;38,00
8918982;"Пермский край";"Общество с ограниченной ответственностью ""Жилищный участок "" Нагорный""";"ООО ""ЖУ "" Нагорный""";"Игорь Владимирович Шестаков";5919009288;1085919001354;"г. Соликамск, ул. Парижской Коммуны, д. 16";"г. Соликамск, ул. Парижской Коммуны, д. 16";83425370164;tucha.sol@mail.ru;;25;164251,60;38,00
8919003;"Пермский край";"Общество с ограниченной ответственностью ""Жилищный участок "" Центральный""";"ООО ""ЖУ ""Центральный""";"Ольга Александровна Клепикова";5919009489;1085919001541;"г. Соликамск, ул. 20-летия Победы, д. 121, п. 30";"г. Соликамск, ул. 20-летия Победы, д. 121, п. 30";83425375850;sgzaiceva@ya.ru;;5;15033,00;37,00
8913501;"Пермский край";"Общество с ограниченной ответственностью ""Жилищная эксплуатационная компания""";"ООО ""ЖЭК""";"Сергей Николаевич Шмурин";5921029570;1125921000897;"г. Чусовой, ул. 50 лет ВЛКСМ, д. 25, п. 1б";"г. Чусовой, ул. 50 лет ВЛКСМ, д. 25, п. 1б";8(34256)5-32-29;ypr_kom@mail.ru;https://reformagkh.ru;32;129166,18;36,00
8841406;"Пермский край";"Общество с ограниченной ответственностью ""ЖЭК""";"ООО ""ЖЭК""";"Надежда Аркадьевна Андрюкова";5917598704;1095917000937;"п. Шадейка, ул. Полевая, д. 6";"п. Шадейка, ул. Полевая, д. 6";4-37-69;miss.ooozhek@mail.ru;http://kungur.permarea.ru/shadejka/;6;4954,30;27,50
7610676;"Пермский край";"Общество с ограниченной ответственностью ""Управляющая жилищно-эксплуатационная компания""";"ООО ""ЖЭК""";"Константин Сергеевич Уфимцев";5904134078;1055901788580;"г. Пермь, ул. Революции, д. 5";"г. Пермь, ул. Семченко, д. 6";(342)2505-715;ssanovna@mail.ru;ukjek.ru;16;341,00;16,00
8921302;"Пермский край";"Общество с ограниченной ответственностью ""ЖЭК МАСТЕР""";"ООО ""ЖЭК МАСТЕР""";"Владимир Петрович Захаров";5911049539;1065911038214;"г. Александровск, рп. Всеволодо-Вильва, ул. Советская, д. 99";"г. Александровск, рп. Всеволодо-Вильва, ул. Советская, д. 99";"Директор, главный бухгалтер - 8 (34 274) 63 454, РКЦ - 8 (34 274) 63 555, ПТО  - 8 (34 274) 63 334, диспетчерская служба  - 8 919 489 49 53, участок РЭУ-1 - 8 (34 274) 63 334, участок РЭУ-2  -  8 (34 274) 62 538";olga09101974@rambler.ru;;14;45411,00;36,00
8395786;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт - Жилищно-эксплуатационный участок №1""";"ООО ""ЖЭУ №1""";"Олег Евгеньевич Зиновьев";5911058420;1095911000250;"г. Березники, ул. Пятилетки, д. 74, п. 74";"г. Березники, ул. Пятилетки, д. 74";83424265181;;https://dom.gosuslugi.ru;81;267908,50;39,00
7810255;"Пермский край";"Общество с ограниченной ответственностью ""Жилищно-эксплуатационный участок ""Краснова""";"ООО ""ЖЭУ ""Краснова""";"Виктория Александровна Кеценко";5904184826;1085904005550;"г. Пермь, ул. Героев Хасана, д. 7а";"г. Пермь, ул. Героев Хасана, д. 7а";8(342)2-999-926;112@uk-krazsnova.ru;www.uk-krasnova.ru;8;72676,90;36,00
8881807;"Пермский край";"ООО ""Жилищно-эксплуатационный участок ""Юбилейный""";"ООО ""ЖЭУ ""Юбилейный""";"Виктория Александровна Кеценко";5904188531;1085904010720;"г. Пермь, ул. Героев Хасана, д. 7а";"г. Пермь, ул. Героев Хасана, д. 7а";8(3422)2-999-926;pravo@uk-sez.ru;www.жэуюбилейный.рф;3;19523,80;32,00
7921203;"Пермский край";"Общество с ограниченной ответственностью ""Закамская управляющая компания""";"ООО ""Закамская управляющая компания""";"Алексей Николаевич Сергеев";5908028659;1045901247490;"г. Пермь, ул. Автозаводская, д. 21а";"г. Пермь, ул. Закамская, д. 2, к. в";207-69-05;uk.zuk.perm@mail.ru;www.zukperm.ru;1;6872,40;32,00
8917093;"Пермский край";"Общество с ограниченной ответственностью ""ЗАКАМСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";"ООО ""ЗАКАМСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";"Юлия Александровна Цветкова";5908054803;1135908003142;"г. Пермь, ул. Сысольская, д. 2";"г. Пермь, ул. Закамская, д. 2, к. в";207-69-05;uk.zuk.perm@mail.ru;www.zuk-perm.ru;95;345664,10;36,00
8921682;"Пермский край";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАКАМСКПРОФСЕРВИС""";"ООО ""ЗАКАМСКПРОФСЕРВИС""";"ДЕНИС СЕРГЕЕВИЧ КАЛИКИН";5908048077;1115908001318;"г. Пермь, ул. Химградская, д. 45";"г. Пермь, ул. Химградская, д. 45";3422514365;dkalikin@bk.ru;;2;6484,40;31,00
8927026;"Пермский край";"ООО""ЗЕНИТ""";"ООО"" ЗЕНИТ""";"Людмила Николаевна Осинцева";5908004070;1155958018721;"г. Пермь, ул. 9 Мая, д. 21, п. 119";"г. Пермь, ул. 9 Мая, д. 21, п. 119";8(342)227-85-76;uk.zenit@mail.ru;www.zenit.ru;5;22668,90;32,50
8928680;"Пермский край";"Общество с ограниченной ответственностью ""Идеальная Компания""";"ООО ""Идеальная Компания""";"Максим Викторович Жуков";5904322924;1155958102960;"г. Пермь, ул. Героев Хасана, д. 5, п. 58";"г. Пермь, ул. Героев Хасана, д. 9а, п. 301";241-22-55;ideal.ko@mail.ru;;12;53870,10;32,00
8627210;"Пермский край";"Общество с ограниченной ответственностью «ИРТЭМ»";"ООО «ИРТЭМ»";"Олег Владимирович Антонов";5906001482;1025901364455;"г. Пермь, ул. Мира, д. 68а";"г. Пермь, ул. Мира, д. 102, стр. А";(342)226-73-71;irtem1@perm.ru;http://www.sro-upravkom.ru/irtem;64;203784,06;38,00
8919884;"Пермский край";"Общество с ограниченной ответственностью ""Каменный дом""";"ООО ""Каменный дом""";"Ольга Егоровна Палева";5908054000;1135908002306;"г. Пермь, ул. Закамская, д. 2а";"г. Пермь, ул. Закамская, д. 2а";"(342) 283-79-04, 283-73-25";kamenndom@mail.ru;ооокаменныйдом.рф;3;19281,70;75,00
8936113;"Пермский край";"Общество с ограниченной ответственностью ""Камертон""";"ООО ""Камертон""";"Николай Николаевич Косяков";5908072440;1165958076613;"г. Пермь, ул. Калинина, д. 13";"г. Пермь, ул. Мира, д. 116, п. 3";226-67-52;kamerton.perm@mail.ru;;12;26064,50;25,00
8753307;"Пермский край";"ООО КВАДРАТ СТРОЙ СЕРВИС";"ООО КВАДРАТ СТРОЙ СЕРВИС";"Юлия Валерьевна Ерохина";5904293381;1135904014278;"г. Пермь, ул. Грузинская, д. 13";"г. Пермь, ул. Грузинская, д. 13";"(342) 236-27-50";kvadrat_servis@mail.ru;;40;196244,36;35,50
8916726;"Пермский край";"Общество с ограниченной ответственностью ""КД-ГАРАНТ-СЕРВИС""";"ООО КД-ГАРАНТ-СЕРВИС";"Андрей Владимирович Кротов";5904998913;1145958027687;"г. Пермь, ул. Чернышевского, д. 15, к. А";"г. Пермь, ул. Николая Островского, д. 99, п. 402, 403";(342)214-02-42;kdgarantservis@mail.ru;kd-garant-service.ru;7;70407,00;35,00
8084609;"Пермский край";"Общество с ограниченной ответственостью ""Коммунальные Инженерные Технологии""";"ООО ""КИТ""";"Александр Леонидович Смольников";5920039745;1135920000149;"г. Чайковский, ул. Мира, д. 27";"г. Чайковский, ул. Мира, д. 27";"8 34241 48710";;;121;249253,96;36,00
8920820;"Пермский край";"Общество с ограниченной ответственностью ""Коммунал""";"ООО ""Коммунал""";"Владимир Геннадьевич Рязанцев";5919001747;1045901714121;"г. Соликамск, ул. Матросова, д. 39";"г. Соликамск, ул. Матросова, д. 39";8(34253)2-84-56;kommunal59@yandex.ru;;54;268721,27;57,00
8508332;"Пермский край";"Общество с ограниченной ответственностью ""Коммунал-Сервис""";"ООО ""Коммунал-Сервис""";"Денис Викторович Тиунов";5933008688;1125933000412;"п. Зюкайка, ул. Пугачева, д. 31";"п. Зюкайка, ул. Пугачева, д. 31";"(34254) 2-18-42";po.kommunalservis@mail.ru;www.reformagkh.ru;17;34779,40;35,50
8926644;"Пермский край";"Общество с ограниченной ответственностью ""Компания ""Правый берег""";"ООО ""Компания ""Правый берег""";"Олег Олегович Головский";5916028589;1135916001088;"г. Краснокамск, ул. Промышленная, д. 13";"с. Стряпунята, ул. Энтузиастов, д. 7";89824541727;oleggolovskij@yandex.ru;;16;39484,17;31,00
8483276;"Пермский край";"Общество с ограниченной ответственностью ""Компас""";"ООО ""Компас""";"Евгений Александрович Сидоров";5914025984;1115914000157;"г. Добрянка, ул. Лизы Чайкиной, д. 18а, п. 4";"г. Добрянка, ул. Ветеринарная, д. 8в";"(34265) 3-83-99";compas29715@mail.ru;https://compas59.ru;14;51156,61;36,00
8579945;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт""";"ООО «Комфорт»";"Валентина Владимировна Колоколова  ";5916022481;1095916000520;"п/ст. Чайковская, ул. Строительная, д. 6";"п/ст. Чайковская, ул. Строительная, д. 6";89194548323;chayk-gkh@mail.ru;www.komfort1.ru;33;3674,30;19,00
8912959;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт""";"ООО""Комфорт""";"Сергей Петрович Чащин";5914018240;1035901477006;"г. Добрянка, ул. Лермонтова, д. 7";"г. Добрянка, ул. Победы, д. 9, п. 8";83426527984;dob.komfort@bk.ru;;11;39329,00;36,00
8924991;"Пермский край";"Общество с ограниченной ответстеенностью ""Комфорт Сервис""";"ООО ""Комфорт Сервис""";"Андрей Геннадьевич Соромотин";5947998675;1145958011760;"г. Очер, ул. Коммунистическая, д. 38";"г. Очер, ул. Коммунистическая, д. 38";8/34278/32668;OOO_Komfort-Servis@mail.ru;www.reformagrh.ru;13;13834,70;31,00
8913074;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт-Сервис""";"ООО ""Комфорт-Сервис""";"Геннадий Владимирович Соромотин";5947017354;1085947000061;"г. Очер, ул. Коммунистическая, д. 38";"г. Очер, ул. Коммунистическая, д. 38";;;;1;1063,50;22,50
8932484;"Пермский край";"Общество с ограниченно ответственностью Комфорт-Сервис";"ООО Комфорт-Сервис";"Кирилл Васильевич Шачков";5908999516;1145958057508;"г. Пермь, ул. Маршала Рыбалко, д. 3";"г. Пермь, ул. Автозаводская, д. 27а";8(342)20-40-146;komfort-perm@ya.ru;www.кс-пермь.рф;33;38374,88;27,00
8934562;"Пермский край";"Общество с ограниченной ответственностью ""Коснес""";"ООО ""Коснес""";"Валентина Владимировна Черенёва";5904337286;1165958086062;"г. Пермь, ул. Коминтерна, д. 11а, п. 20";"г. Пермь, ул. Коминтерна, д. 11а, п. 2";83422408389;oookosnes@mail.ru;www.reformagkh.ru;2;8490,60;30,50
8917367;"Пермский край";"Общество с ограниченной ответственностью ""Кудымкарское коммунальное предприятие""";"ООО ""Кудымкарское коммунальное предприятие""";"Дмитрий Николаевич Зубов";5981998932;1145958076065;"г. Кудымкар, ул. Дзержинского, д. 7";"г. Кудымкар, ул. Ленина, д. 27";"(34260) 4-15-95";ooo.kkpr@yandex.ru;uk-kkp.com;81;240565,30;36,00
8939367;"Пермский край";"Общество с ограниченной ответственностью ""Лидер""";"ООО ""Лидер""";"Сергей Борисович Титов";5906148478;1175958029587;"г. Пермь, ул. Тургенева, д. 33, лит. а";"г. Пермь, ул. Тургенева, д. 33, лит. а";"(342) 257-08-08";lider_ooo2015@mail.ru;www.ooolider59.ru;18;20710,52;33,00
8115661;"Пермский край";"Общество с ограниченной ответственностью                                   «Ликас»";"ООО «Ликас»";"Лилия Азиповна Бовыкина";5907051983;1125907001362;"г. Пермь, ул. Ново-Гайвинская, д. 100";"г. Пермь, ул. Генерала Черняховского, д. 52";2755911;ooo.likas@mail.ru;reformagkh.ru;61;38011,30;29,00
8740784;"Пермский край";"Общество с ограниченной ответственностью ""Лысьвастроймонтаж""";"ООО ""ЛСМ""";"Анатолий Викторович Афанасьев";5918017215;1055905924315;"г. Лысьва, ул. Энгельса, д. 2";"г. Лысьва, ул. Энгельса, д. 2";"(34 249)66394,54969";lysvalsm@mail.ru;http://lysvalsm59.ru;11;44403,50;37,00
8934620;"Пермский край";"Общество с ограниченной ответственностью ""МАРС""";"ООО ""МАРС""";"Владимир Петрович Самойлов";5908039604;1085908000310;"г. Пермь, ул. Калинина, д. 13";"г. Пермь, ул. Калинина, д. 13";2504781;;;1;4892,60;23,00
8920618;"Пермский край";"Общество с ограниченной ответственностью ""МастерСтрой""";"ООО ""МастерСтрой""";"Дмитрий Федорович Миллер";5905293916;1125905008041;"г. Пермь, ул. Рязанская, д. 19/1, п. офис 202";"г. Пермь, ул. Петропавловская, д. 103, п. офис 6";8(342)237-08-40;uk.masterstroi@yandex.ru;;196;79254,40;32,00
8913646;"Пермский край";"Общество с ограниченной ответственностью «Меридиан»";"ООО ""Меридиан""";"Анатолий Николаевич Колесников";5921029108;1125921000391;"пгт. Пашия, ул. 1 Мая, д. 30, п. 12";"пгт. Пашия, ул. 1 Мая, д. 30, п. 12";"8 (34269) 4-00-22";meridian.pashiya@gmail.com;;23;51217,60;49,00
8919670;"Пермский край";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «Микрорайон Привокзальный»";"ООО ""Микрорайон Привокзальный""";"Наталья Юрьевна Косикова";5919998440;1145958080300;"г. Соликамск, ул. Привокзальная, д. 4";"г. Соликамск, ул. Привокзальная, д. 4";83425379482;g.buchnewa@yandex.ru;https://www.reformagkh.ru;17;99888,48;37,50
8920473;"Пермский край";"Общество с ограниченной ответственностью ""МОЙ ДОМ""";"ООО ""МОЙ ДОМ""";"Евгений Александрович Гинин";5944001490;1155958012022;"г. Оса, ул. М.Горького, д. 85, п. 22";"г. Оса, ул. М.Горького, д. 81а";8(34291)44066;domovoigrupp@mail.ru;;11;52334,55;39,00
7845836;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт - Набережная""";"ООО ""Набережная""";"Михаил Александрович Суставов";5911059093;1095911001031;"г. Березники, ул. Набережная, д. 41А";"г. Березники, ул. Набережная, д. 41А";"8 3424 22 40 46";;;52;333006,60;41,00
8135614;"Пермский край";"Общество с ограниченной ответственностью ""Надежда""";"ООО ""Надежда""";"Татьяна Викторовна Шакмаева";5916015533;1055905523112;"г. Краснокамск, ул. Звездная, д. 10, п. 72";"г. Краснокамск, ул. 10 Пятилетки, д. 5, п. 144";(34273)79329;nadegda72@list.ru;ooonadegda.ucoz.ru;19;112528,11;39,00
8912725;"Пермский край";"Общество с ограниченной ответственностью ""Наш дом""";"ООО ""Наш дом""";"Виктор Германович Титов";5911045573;1055904534840;"г. Березники, ул. Льва Толстого, д. 25";"г. Березники, ул. Льва Толстого, д. 25";8(3424)213214;nachdom@inbox.ru;http://ourhouse.i-gkh.ru;82;279449,97;41,00
8929573;"Пермский край";"Общество с ограниченной ответственностью ""Наш Дом""";"ООО  ""Наш Дом""";"Евгений Владимирович Свечников";5933009321;1155958012275;"д. Савино, ул. Центральная, д. 8а";"д. Савино, ул. Центральная, д. 8а";83429732977;ukkarmen@mail.ru;http://mendeleevo-karagai.ru/p97aa1.html;11;16834,50;29,50
8912764;"Пермский край";"Общество с ограниченной ответственностью ""Наш Дом""";"ООО ""Наш Дом""";"Александр Викторович Черноусов";5916028691;1135916001209;"п/ст. Чайковская, ул. Строительная, д. 6, стр. 1, п. офис 1";"п/ст. Чайковская, ул. Строительная, д. 6, стр. 1, п. офис 1";"8 342 72 24 141";NashDomPerm@mail.ru;;4;10570,90;26,00
8694473;"Пермский край";"Общество с ограниченной ответственностью ""Наш Дом""";"ООО ""Наш Дом""";"Станислав Васильевич Мусихин";5957010559;1065957000450;"г. Чернушка, ул. Коммунистическая, д. 13";"г. Чернушка, ул. Коммунистическая, д. 13";"(34261) 4-88-51, (34261) 4-91-01";nashdom-chern@mail.ru;http://reformagkh.ru;82;226440,09;44,00
8937967;"Пермский край";"Общество с ограниченной ответственностью ""НАШ РАЙОН""";"ООО ""НАШ РАЙОН""";"Александр Юрьевич Чарушин";5904352693;1175958028718;"г. Пермь, ул. Солдатова, д. 16, п. 215";"г. Пермь, ул. Солдатова, д. 16, п. 215";+73422009242;ooonashrayon@gmail.com;reformagkh.ru;26;101249,40;66,00
8922681;"Пермский край";"Общество с ограниченной ответственностью ""Новатор""";"ООО ""Новатор""";"Валентина Игоревна Попова";5916023132;1095916001180;"г. Краснокамск, ул. Сосновая горка, д. 7, п. 87";"г. Краснокамск, ул. Сосновая горка, д. 7, п. 87";"+7-922-36-66-405, +7-902-63-45-863";miva2410@mail.ru;www.krasnokamsk.ru;8;10007,00;30,00
7949004;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт-Новинки""";"ООО ""Новинки""";"Александр Юрьевич Шаклеин";5911059336;1095911001240;"г. Березники, ул. Юбилейная, д. 94";"г. Березники, ул. Юбилейная, д. 94";83424251937;;https://dom.gosuslugi.ru;42;290830,60;40,00
8914263;"Пермский край";"Общество с ограниченной ответственностью ""Новый город""";"ООО ""Новый город""";"Алексей Владимирович Казаков";5916025933;1115916001299;"г. Краснокамск, ул. Ленина, д. 10 а";"г. Краснокамск, ул. Ленина, д. 10 а";"8 34273 50443";uk_new_city@mail.ru;;13;10732,10;29,50
8933608;"Пермский край";"Общество с ограниченной ответственностью ""Новый центр""";"ООО ""Новый Центр""";"Ольга Александровна Клепикова";5919026389;1165958064370;"г. Соликамск, ул. 20-летия Победы, д. 121, п. офис 30";"г. Соликамск, ул. 20-летия Победы, д. 121, п. офис 30";734253-51351;sgzaiceva@ya.ru;https://www.reformagkh.ru/;39;144890,11;37,50
8937490;"Пермский край";"Общество с ограниченной ответственностью ""НЭКСТ""";"ООО ""НЭКСТ""";"Илья Рафисович Нигматуллин";5903129100;1165958117874;"г. Пермь, ул. Барамзиной Татьяны, д. 54, п. 28";"г. Пермь, ул. Барамзиной Татьяны, д. 54, п. 28";83422403621;perm.next@mail.ru;;249;76609,00;26,00
8925354;"Пермский край";"Общество с ограниченной ответственностью ""ОжиС Сервис""";"ООО ""ОжиС Сервис""";"Анна Африкантовна Истомина";5906998644;1145958026543;"г. Пермь, б-р. Гагарина, д. 65а";"г. Пермь, б-р. Гагарина, д. 65а";2633237;ozhisservis@mail.ru;;1;14907,00;31,50
8389965;"Пермский край";"Общество с ограниченной ответственностью ""Комфорт - Околица""";"ООО ""Околица""";"Анна Николаевна Язева";5911059110;1095911001053;"г. Березники, ул. Пятилетки, д. 73";"г. Березники, ул. Пятилетки, д. 73";83424261341;;https://dom.gosuslugi.ru;32;269945,20;39,00
8939992;"Пермский край";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ОЛ-ТРЕЙД»";"ООО «Ол-Трейд»";"ЕКАТЕРИНА ВАЛЕРЬЕВНА ФИЛИППОВА ЕКАТЕРИНА ВАЛЕРЬЕВНА";5918011911;1025901923739;"г. Лысьва, ул. Революции, д. 9";"г. Лысьва, ул. Революции, д. 9";+79197103382;ol-trade@inbox.ru;;3;;16,00
8920875;"Пермский край";"Общество с ограниченной ответственностью ""обслуживающая организация ""Коммунальщик""";"ООО ""ОО ""Коммунальщик""";"Владимир Геннадьевич Рязанцев";5919022962;1135919001657;"г. Соликамск, ул. Матросова, д. 39";"г. Соликамск, ул. Матросова, д. 39";8(34253)2-84-56;oookomm@yandex.ru;;25;99150,00;40,00
8923512;"Пермский край";"Общество с ограниченной ответственностью ""Паритет""";"ООО ""Паритет""";"Александр Сергеевич Шмурин";5921028619;1115921001690;"г. Чусовой, ул. Ленина, д. 28";"г. Чусовой, ул. 50 лет ВЛКСМ, д. 25, п. 1 Б";8(34256)5-29-48;OOO_Paritet_11@mail.ru;https://reformagkh.ru;6;36209,62;34,00
8460767;"Пермский край";"Общество с ограниченной ответственностью ""Партнер""";"ООО ""Партнер""";"Андрей Анатольевич Руденко";5921026805;1105921000261;"г. Губаха, пгт. Углеуральский, ул. Серова, д. 11, п. 7";"г. Губаха, пгт. Углеуральский, ул. Дружбы, д. 3";"834248 44999";office@partner-yk.ru;;8;12417,50;34,50
8923180;"Пермский край";"Общество с ограниченной ответственностью ""Партнер""";"ООО ""Партнер""";"Андрей Иванович Харин";5903113903;1155958020459;"г. Пермь, ул. Лодыгина, д. 9, п. 26";"г. Пермь, ул. Лодыгина, д. 9, п. 26";"+7 (342) 202-11-47";Partner.uk.2000@mail.ru;;30;170124,84;36,50
8859883;"Пермский край";"Общество с ограниченной ответственностью ПГС-Сервис";"ООО "" ПГС-Сервис""";"Станислав Дмитриевич Шамрин";5904133437;1055901779229;"г. Пермь, ул. Николая Островского, д. 119, п. 1";"г. Пермь, ул. Николая Островского, д. 119, п. 1";"342 2944199";ukpgs-servis@mail.ru;;26;118750,30;36,00
8598149;"Пермский край";"общество с ограниченной ответственностью ""Пермская дорожно-строительная компания""";"ООО ""ПДСК""";"Сергей Николаевич Астахов";5903037145;1025900770796;"г. Пермь, ул. Космонавта Леонова, д. 49, п. 79";"г. Пермь, ул. Чердынская, д. 44 , к. а";8(342)223-55-11;uk_pdsk@inbox.ru;ukpdsk.ru;12;100372,00;37,00
